Employee ID,Name,Role,Department,Experience Level,Years of Experience,AutoCAD,Autodesk Inventor,OpenCascade,Three.js,Eyeshot,HOOPS,JavaScript,C#,Python,React,Node.js,ASP.NET,Unity,Unreal Engine,Revit,Navisworks,Current Project,Client,Availability Status,Next Availability Date
EMP0592,Joseph Johnson,Tester,Game Testing,Senior,1,3,1,3,3,2,1,0,2,3,2,1,3,3,3,2,2,Syndicate Next-Generation Relationships,Roblox,Unavailable,2025-08-16
EMP0593,Gina Zimmerman,Designer,BIM,Mid,17,2,1,2,0,3,3,3,1,3,2,3,1,2,3,2,2,Incubate World-Class Roi,Siemens,Unavailable,2025-08-11
EMP0594,Bruce Hodge,Tester,CAD,Senior,18,3,1,0,3,3,3,3,3,2,3,2,2,1,1,3,1,Aggregate B2B Experiences,Siemens,Partially Available,2025-07-22
EMP0595,Joanna Reyes DDS,Developer,Game Testing,Senior,11,3,3,3,3,3,3,1,0,1,0,1,1,3,1,3,1,Synthesize Frictionless Portals,Autodesk,Unavailable,2025-06-04
EMP0596,Charles Lawson,Tester,CAD,Mid,1,0,2,3,3,3,3,2,0,1,2,1,2,3,3,3,3,Iterate Dot-Com Technologies,Dassault,Partially Available,2025-06-30
EMP0597,Kendra Hester,Developer,Game Testing,Junior,2,2,3,2,3,1,0,2,2,3,3,3,2,3,0,1,3,Target End-To-End Interfaces,Siemens,Partially Available,2025-06-27
EMP0598,Christian Jenkins,Tester,Game Testing,Mid,3,3,2,3,3,3,3,1,3,2,1,3,1,2,3,1,2,Mesh 24/7 Roi,Roblox,Available,2025-06-07
EMP0599,Jonathan Gordon,Designer,Game Testing,Junior,9,1,3,2,1,1,3,3,2,3,3,3,3,2,1,2,0,Aggregate Dynamic Methodologies,Epic Games,Unavailable,2025-07-14
EMP0600,Seth Dean,Tester,Game Testing,Senior,19,3,3,3,3,3,2,1,3,2,2,2,2,3,3,3,3,Innovate Extensible Supply-Chains,Dassault,Unavailable,2025-06-03
EMP0601,Kevin Berger,Designer,CAD,Senior,17,0,3,3,1,2,3,3,3,3,0,1,3,1,3,2,2,Aggregate Next-Generation E-Markets,Autodesk,Unavailable,2025-08-01
EMP0602,Jerry Hernandez,Developer,CAD,Mid,3,1,3,2,1,2,2,3,3,3,1,2,2,1,2,2,2,Whiteboard Granular Relationships,Roblox,Partially Available,2025-07-25
EMP0603,Vincent Vasquez,Designer,CAD,Junior,9,3,3,1,3,3,3,3,2,2,0,2,1,3,1,3,2,Reinvent Dynamic Eyeballs,Autodesk,Unavailable,2025-07-26
EMP0604,Joseph Tucker,Developer,CAD,Mid,14,1,0,3,2,3,2,3,2,3,0,3,2,3,1,2,1,Brand One-To-One Channels,Siemens,Unavailable,2025-07-11
EMP0605,William Hayden,Developer,BIM,Senior,8,3,3,3,2,3,2,2,2,3,2,3,1,3,2,2,3,Maximize Viral Systems,Autodesk,Unavailable,2025-06-25
EMP0606,Kristen Roberts,Developer,BIM,Senior,8,1,2,3,1,2,3,3,3,3,3,3,3,2,2,3,1,Cultivate Dynamic E-Tailers,Siemens,Partially Available,2025-06-17
EMP0607,Amanda Marshall,Developer,Game Testing,Junior,7,1,1,1,3,2,2,1,1,0,3,0,1,3,2,0,3,Morph Seamless Roi,Epic Games,Available,2025-06-02
EMP0608,Hannah Gray,Developer,Game Testing,Junior,9,1,0,3,3,3,3,3,2,3,1,2,2,0,1,3,2,Architect Intuitive E-Markets,Siemens,Available,2025-08-12
EMP0609,Andrea Phelps,Tester,BIM,Junior,5,2,3,3,1,0,3,3,1,3,1,3,2,2,2,1,2,Disintermediate Dot-Com Mindshare,Siemens,Available,2025-06-12
EMP0610,Teresa Carrillo,Developer,BIM,Mid,4,0,3,3,3,3,3,3,2,1,3,3,0,1,3,1,3,Harness B2C Eyeballs,Dassault,Partially Available,2025-08-12
EMP0611,Mr. Alex Owens,Developer,Game Testing,Mid,14,2,3,2,3,2,3,2,2,3,0,2,3,3,1,3,3,Incubate User-Centric Communities,Epic Games,Available,2025-07-28
EMP0612,Paul Walter,Designer,CAD,Senior,19,3,2,3,3,2,3,1,2,0,2,1,1,2,3,2,3,Grow Robust E-Services,Epic Games,Partially Available,2025-06-07
EMP0613,Natasha Sims,Developer,BIM,Junior,15,0,2,0,1,1,3,2,3,3,3,1,2,1,2,2,2,Aggregate Global Relationships,Epic Games,Partially Available,2025-06-24
EMP0614,Chad Carpenter,Tester,Game Testing,Junior,8,1,1,0,1,3,3,3,1,2,3,3,2,3,2,2,2,Strategize Compelling Initiatives,Epic Games,Partially Available,2025-07-31
EMP0615,Nathan Parker,Developer,BIM,Mid,14,0,3,3,3,2,1,1,3,3,2,3,3,3,2,3,3,Leverage Viral Initiatives,Epic Games,Partially Available,2025-07-09
EMP0616,Courtney Rios,Designer,BIM,Senior,8,3,0,1,2,3,3,1,3,0,3,1,1,2,1,2,2,Transform Frictionless Users,Autodesk,Partially Available,2025-07-03
EMP0617,Christopher Rodriguez,Developer,CAD,Mid,10,3,1,2,3,0,3,0,3,3,1,3,2,3,2,3,1,Optimize Killer Networks,Siemens,Available,2025-05-31
EMP0618,Carol Orozco,Designer,Game Testing,Junior,8,3,2,3,3,3,0,1,2,1,3,1,0,2,1,2,2,Empower Open-Source Synergies,Dassault,Partially Available,2025-06-14
EMP0619,Amanda Johnson,Designer,CAD,Mid,16,0,1,3,1,1,3,2,2,3,2,3,3,1,1,1,3,Synthesize Cutting-Edge E-Services,Autodesk,Available,2025-07-07
EMP0620,Brian Mccann,Designer,CAD,Senior,5,1,3,2,2,3,0,1,3,2,3,3,1,3,3,2,2,Synergize 24/365 E-Services,Siemens,Unavailable,2025-06-23
EMP0621,Edwin Lucero,Designer,CAD,Junior,1,0,3,3,3,2,2,1,2,2,3,3,1,0,3,2,1,Strategize 24/7 Supply-Chains,Roblox,Unavailable,2025-08-17
EMP0622,Kimberly Gates,Developer,Game Testing,Senior,17,0,3,2,1,1,3,3,1,1,2,2,1,1,3,2,1,Cultivate Strategic Users,Roblox,Available,2025-08-22
EMP0623,Mr. Jason Yates,Developer,Game Testing,Mid,9,0,3,2,3,2,3,3,3,3,3,3,1,3,1,1,2,Mesh Granular Users,Roblox,Unavailable,2025-06-01
EMP0624,Jesse Gould,Tester,CAD,Mid,6,3,2,3,2,3,3,1,2,3,1,3,2,1,0,0,3,Deliver Holistic E-Business,Dassault,Unavailable,2025-06-19
EMP0625,Trevor Stanley,Developer,CAD,Senior,4,2,3,2,3,2,1,1,3,0,2,3,3,3,2,2,2,Architect Out-Of-The-Box Mindshare,Epic Games,Partially Available,2025-07-13
EMP0626,Diana Moore,Designer,Game Testing,Senior,11,3,2,3,1,0,1,2,3,1,3,3,3,0,1,3,3,Enhance Frictionless Communities,Roblox,Unavailable,2025-06-08
EMP0627,Jeffrey Velez,Developer,Game Testing,Junior,16,2,1,1,3,3,3,1,2,3,0,3,2,3,0,1,2,Engineer Bleeding-Edge E-Services,Autodesk,Unavailable,2025-07-30
EMP0628,Theresa Simon,Designer,CAD,Mid,11,2,3,0,3,0,0,1,2,3,3,3,3,2,3,0,0,Exploit World-Class Platforms,Roblox,Unavailable,2025-07-12
EMP0629,Michael Crawford,Designer,BIM,Junior,4,3,2,3,2,3,1,3,2,3,3,3,3,2,3,3,1,Drive Wireless Deliverables,Dassault,Partially Available,2025-07-18
EMP0630,Dr. Cristian Brown,Developer,Game Testing,Mid,17,2,1,0,0,3,3,1,1,3,3,3,2,2,3,1,1,Deliver Front-End Networks,Autodesk,Unavailable,2025-06-29
EMP0631,Christopher Lowery,Developer,Game Testing,Junior,5,3,2,3,3,3,3,1,3,3,3,2,2,3,2,3,2,Benchmark One-To-One Roi,Siemens,Partially Available,2025-07-11
EMP0632,Alyssa Schultz,Developer,BIM,Senior,4,3,1,2,3,3,2,3,3,0,2,2,3,1,2,3,2,Maximize Extensible Convergence,Roblox,Available,2025-08-15
EMP0633,John Nichols,Designer,BIM,Junior,16,2,2,2,3,2,3,3,0,3,0,1,1,0,3,2,2,Re-Intermediate Granular Experiences,Roblox,Unavailable,2025-08-11
EMP0634,Joseph Lewis,Developer,Game Testing,Junior,5,1,3,1,2,3,3,2,3,2,2,2,3,2,2,3,0,Architect Real-Time Eyeballs,Epic Games,Partially Available,2025-07-01
EMP0635,Jacob Santiago,Tester,Game Testing,Junior,12,3,3,1,3,2,2,2,2,3,1,3,0,2,2,1,2,Morph Bricks-And-Clicks Functionalities,Dassault,Available,2025-07-21
EMP0636,Meagan Taylor,Designer,CAD,Mid,19,3,2,2,3,0,3,3,1,2,2,3,3,2,2,3,2,Unleash Open-Source E-Tailers,Siemens,Partially Available,2025-06-08
EMP0637,Antonio Gonzalez,Designer,Game Testing,Junior,17,3,3,3,3,1,2,2,2,0,3,3,3,3,3,3,1,Productize Bleeding-Edge Web Services,Dassault,Unavailable,2025-06-27
EMP0638,Rita Brown,Designer,Game Testing,Senior,10,1,3,1,2,3,1,3,2,1,2,3,2,3,3,1,1,Syndicate Bricks-And-Clicks Methodologies,Roblox,Unavailable,2025-08-20
EMP0639,Edward Morgan,Developer,Game Testing,Junior,8,3,2,0,2,1,2,3,1,1,2,2,0,2,2,3,3,Incentivize Global Supply-Chains,Autodesk,Partially Available,2025-06-23
EMP0640,Savannah Lee,Designer,CAD,Mid,14,2,2,2,3,3,3,2,2,3,2,2,3,2,3,1,3,Streamline Cross-Media Channels,Roblox,Available,2025-08-15
EMP0641,Natalie Ray,Designer,BIM,Junior,3,3,2,0,2,2,3,0,2,1,3,3,2,2,1,0,1,Utilize Synergistic Partnerships,Siemens,Unavailable,2025-06-19
EMP0642,Veronica Russell,Designer,Game Testing,Senior,10,1,1,2,2,0,0,2,2,3,2,3,3,3,2,0,3,Optimize Mission-Critical Users,Epic Games,Partially Available,2025-05-30
EMP0643,Kristina Holmes,Designer,CAD,Mid,15,2,2,1,1,1,2,3,1,0,2,2,0,2,3,3,3,Leverage Cross-Media Platforms,Dassault,Unavailable,2025-06-18
EMP0644,Hannah Campos,Developer,CAD,Senior,1,3,1,3,2,2,2,0,3,3,0,1,1,2,3,2,3,Seize E-Business Infrastructures,Autodesk,Unavailable,2025-08-03
EMP0645,Cristian Martinez,Tester,CAD,Junior,6,2,3,3,0,2,2,1,3,1,0,1,3,1,2,2,0,Architect Killer E-Commerce,Dassault,Partially Available,2025-06-16
EMP0646,Alicia Johnson,Designer,CAD,Mid,15,3,3,3,2,1,3,0,3,2,3,2,3,1,3,2,3,Redefine Proactive E-Services,Epic Games,Available,2025-07-22
EMP0647,Sean Jones MD,Tester,BIM,Junior,15,2,3,0,2,2,2,1,3,1,3,1,0,3,2,0,2,Leverage Distributed Convergence,Epic Games,Partially Available,2025-08-19
EMP0648,Miguel Kaiser,Developer,CAD,Senior,15,1,3,2,3,0,0,3,3,3,0,2,2,0,3,1,3,Scale Real-Time Systems,Autodesk,Partially Available,2025-07-03
EMP0649,April Clayton,Designer,BIM,Mid,17,2,3,2,3,2,0,1,0,0,2,3,3,2,2,3,3,Innovate User-Centric Vortals,Roblox,Unavailable,2025-06-01
EMP0650,Laura Padilla,Designer,Game Testing,Mid,17,3,2,0,2,3,3,2,3,1,3,0,2,3,2,3,1,Repurpose Efficient Bandwidth,Epic Games,Unavailable,2025-08-04
EMP0651,Brandon Gibbs,Developer,Game Testing,Mid,1,0,3,3,2,2,3,3,3,3,2,1,2,2,1,1,2,Productize Web-Enabled Niches,Roblox,Unavailable,2025-06-26
EMP0652,Meredith Gray,Developer,Game Testing,Mid,4,0,3,1,2,0,0,1,3,3,3,2,3,1,2,2,2,Cultivate Cross-Platform Schemas,Epic Games,Unavailable,2025-06-30
EMP0653,Richard Hinton,Tester,BIM,Junior,9,3,2,2,0,1,3,1,0,0,2,0,0,3,2,2,0,Incubate Turn-Key Supply-Chains,Dassault,Unavailable,2025-08-01
EMP0654,Stacy Brock,Designer,Game Testing,Junior,13,3,3,3,3,3,3,3,1,3,3,0,3,3,3,2,1,Leverage Cross-Media Relationships,Siemens,Unavailable,2025-07-30
EMP0655,Anna Cruz DDS,Developer,BIM,Junior,13,3,2,1,0,0,1,0,3,0,1,2,3,1,3,2,2,Evolve Seamless Functionalities,Autodesk,Available,2025-06-11
EMP0656,Ashley Anderson,Developer,BIM,Senior,4,2,3,2,0,3,2,3,0,3,1,1,1,3,3,3,2,Engage Enterprise Web Services,Roblox,Available,2025-06-11
EMP0657,James Butler,Tester,CAD,Junior,12,1,2,2,2,0,3,1,2,3,3,2,3,2,0,1,3,Repurpose Global Functionalities,Siemens,Partially Available,2025-08-07
EMP0658,Reginald Garza DDS,Designer,Game Testing,Mid,4,2,1,3,1,2,2,3,2,2,3,2,0,3,3,3,3,Empower Collaborative Paradigms,Dassault,Partially Available,2025-07-25
EMP0659,Wayne Collins,Designer,Game Testing,Junior,18,1,3,2,3,2,2,2,1,0,3,1,2,3,3,1,3,Syndicate Wireless Web Services,Dassault,Unavailable,2025-05-31
EMP0660,Kevin Gutierrez,Tester,Game Testing,Mid,6,3,3,2,3,0,2,3,3,3,3,3,3,3,3,2,2,Streamline Visionary Synergies,Roblox,Unavailable,2025-07-30
EMP0661,Henry Campbell,Designer,CAD,Mid,11,2,2,2,1,2,3,1,3,3,3,3,3,2,1,2,1,Leverage Enterprise Web Services,Siemens,Available,2025-06-14
EMP0662,Brandon Green,Tester,BIM,Senior,19,2,3,3,3,2,1,3,1,1,2,3,0,1,1,3,2,Iterate Collaborative Systems,Dassault,Unavailable,2025-07-09
EMP0663,Danielle Parker,Designer,CAD,Senior,4,3,3,1,3,1,1,1,3,3,2,1,1,3,3,3,2,Engineer 24/7 E-Business,Dassault,Partially Available,2025-08-10
EMP0664,Jennifer Hill,Developer,Game Testing,Mid,17,1,1,1,3,2,3,3,3,2,0,3,3,3,3,2,1,Repurpose Seamless Systems,Epic Games,Available,2025-05-27
EMP0665,Barbara Williams,Designer,BIM,Junior,11,1,0,2,3,1,1,1,3,0,3,2,1,3,3,3,3,Incentivize Efficient Functionalities,Epic Games,Unavailable,2025-07-04
EMP0666,Lindsey Miller,Developer,BIM,Senior,15,3,2,0,1,3,2,3,0,2,2,1,2,3,1,2,2,Brand Dynamic Methodologies,Epic Games,Partially Available,2025-07-12
EMP0667,Sandra Strickland,Tester,CAD,Junior,4,0,3,3,2,0,1,3,0,2,1,0,2,3,0,3,2,Scale Web-Enabled E-Tailers,Siemens,Available,2025-07-12
EMP0668,Nicole Sawyer,Developer,Game Testing,Mid,3,3,3,3,2,3,0,3,0,3,3,2,3,1,1,3,1,Utilize Proactive Experiences,Roblox,Available,2025-07-05
EMP0669,Natalie Gibson,Tester,BIM,Senior,16,3,2,3,0,3,2,2,0,2,3,1,3,0,2,3,1,Drive Dot-Com Vortals,Autodesk,Available,2025-06-14
EMP0670,Mr. George Santos DDS,Tester,BIM,Mid,18,3,3,3,1,2,2,2,1,3,1,3,2,0,3,3,3,Generate Wireless Supply-Chains,Dassault,Available,2025-07-09
EMP0671,Justin Mendoza,Tester,Game Testing,Mid,19,3,3,3,3,3,0,0,3,3,0,2,1,3,3,3,2,Scale Distributed Synergies,Roblox,Unavailable,2025-08-05
EMP0672,Roy Rivera,Tester,Game Testing,Mid,4,2,2,1,3,1,0,2,3,0,3,3,1,3,2,2,2,Seize Visionary Schemas,Dassault,Partially Available,2025-07-07
EMP0673,Sarah Martinez,Tester,Game Testing,Senior,13,2,3,3,1,0,3,3,1,3,2,0,2,3,3,0,3,Incentivize Viral Relationships,Epic Games,Available,2025-05-26
EMP0674,Janice Hamilton,Designer,CAD,Mid,8,3,2,3,2,3,3,3,2,2,2,3,2,3,3,1,3,Generate Bleeding-Edge Vortals,Siemens,Available,2025-08-11
EMP0675,Henry Miller,Developer,Game Testing,Junior,1,3,1,3,1,2,3,3,3,2,1,2,2,3,2,2,2,Maximize Synergistic Web Services,Dassault,Unavailable,2025-06-15
EMP0676,John Johnson,Tester,BIM,Senior,20,3,1,3,0,3,2,0,2,3,1,0,0,2,2,2,2,Envisioneer Cross-Media E-Commerce,Dassault,Available,2025-06-08
EMP0677,Thomas Short,Developer,Game Testing,Senior,4,0,1,0,2,3,3,3,1,3,3,2,0,3,3,2,0,Transition Strategic Eyeballs,Siemens,Available,2025-06-25
EMP0678,Debra Meadows MD,Developer,CAD,Senior,2,1,2,1,2,2,1,1,0,1,1,2,2,3,3,2,3,Envisioneer Seamless Content,Epic Games,Unavailable,2025-06-20
EMP0679,Carlos Brown,Tester,CAD,Mid,18,2,3,3,2,3,3,3,2,1,3,3,2,1,3,1,0,Maximize Innovative E-Business,Roblox,Available,2025-08-16
EMP0680,Rebecca Cooper,Developer,Game Testing,Senior,8,3,0,1,3,3,1,3,3,3,1,2,0,2,3,3,2,Whiteboard Seamless Info-Mediaries,Autodesk,Unavailable,2025-08-16
EMP0681,Shane Lawrence,Tester,Game Testing,Junior,16,2,0,2,2,3,3,3,3,1,2,3,3,3,2,3,2,Synergize Granular Web Services,Roblox,Unavailable,2025-08-17
EMP0682,Blake Reed,Tester,Game Testing,Junior,16,3,1,2,2,2,1,3,2,2,0,1,2,2,2,3,3,Re-Contextualize Synergistic Paradigms,Autodesk,Available,2025-06-28
EMP0683,Nathan Hall,Tester,CAD,Mid,10,2,3,2,3,3,2,2,3,2,1,2,3,2,2,2,2,Mesh Out-Of-The-Box Methodologies,Autodesk,Available,2025-07-14
EMP0684,Brittany Brown,Developer,Game Testing,Senior,14,1,3,3,2,3,3,3,3,3,3,3,2,1,2,2,3,Matrix Next-Generation Solutions,Dassault,Unavailable,2025-07-10
EMP0685,Rachael Gibson,Tester,BIM,Junior,3,1,2,1,0,2,3,3,2,2,2,2,1,3,3,1,2,Reinvent Innovative E-Business,Autodesk,Partially Available,2025-08-04
EMP0686,Taylor Christensen,Tester,CAD,Junior,17,2,3,3,0,2,2,3,3,1,1,1,3,3,2,2,3,Integrate Sticky Web-Readiness,Epic Games,Available,2025-08-03
EMP0687,Holly Gardner,Tester,BIM,Junior,13,3,3,2,3,3,1,3,2,3,0,0,3,1,2,1,0,Monetize Seamless Infrastructures,Dassault,Partially Available,2025-08-05
EMP0688,Brandi Peterson,Developer,Game Testing,Senior,4,3,0,3,1,2,0,3,2,3,2,2,3,1,0,3,3,Visualize Innovative Systems,Dassault,Partially Available,2025-08-19
EMP0689,Tina Jones,Designer,CAD,Senior,5,1,2,1,1,0,1,0,1,2,3,3,1,3,2,3,3,Synthesize Frictionless Content,Epic Games,Partially Available,2025-07-08
EMP0690,Jasmine Meyer,Developer,CAD,Mid,4,2,1,1,3,2,2,3,3,3,3,2,2,1,3,1,3,Incentivize Global Mindshare,Autodesk,Unavailable,2025-06-13
EMP0691,Christopher Coleman,Designer,CAD,Senior,3,1,2,3,2,0,0,3,3,3,3,1,2,3,2,3,3,Streamline Scalable Roi,Siemens,Unavailable,2025-06-08
EMP0692,Collin Davis,Developer,CAD,Senior,7,3,3,3,2,3,3,3,0,3,3,3,3,2,3,3,1,Empower Vertical Info-Mediaries,Autodesk,Unavailable,2025-07-09
EMP0693,Mrs. Kim Gonzalez,Designer,BIM,Senior,12,0,1,2,3,1,0,2,2,2,3,0,1,3,0,1,3,Envisioneer User-Centric Channels,Siemens,Unavailable,2025-07-28
EMP0694,Troy Lyons,Designer,CAD,Mid,20,2,1,1,3,3,3,1,2,2,1,2,2,0,2,0,3,Incentivize Sticky Metrics,Autodesk,Available,2025-07-15
EMP0695,Lisa Phillips,Tester,CAD,Junior,10,0,3,2,3,3,2,1,1,2,3,3,3,3,3,2,3,Cultivate Ubiquitous Roi,Roblox,Partially Available,2025-07-25
EMP0696,Kylie Gilbert,Tester,CAD,Mid,11,2,3,3,3,3,3,3,2,3,0,3,3,1,2,0,2,Incubate Strategic Systems,Autodesk,Unavailable,2025-07-10
EMP0697,Jesse Mullins Jr.,Tester,Game Testing,Senior,14,1,1,2,1,3,1,3,3,2,3,3,2,3,2,2,1,Expedite B2B Interfaces,Epic Games,Partially Available,2025-08-06
EMP0698,Ronald Collins,Developer,Game Testing,Junior,5,3,2,3,2,0,1,2,2,0,3,2,2,2,3,1,0,Revolutionize Distributed Mindshare,Dassault,Partially Available,2025-06-07
EMP0699,Melissa Webb,Designer,CAD,Mid,10,3,1,2,2,3,2,3,3,0,2,1,1,1,1,1,3,Enhance Collaborative Interfaces,Dassault,Partially Available,2025-07-26
EMP0700,Brad Rose,Developer,BIM,Senior,17,1,1,3,1,2,2,3,3,2,3,2,3,1,2,0,2,Enable Integrated Web-Readiness,Siemens,Unavailable,2025-08-13
EMP0701,Laura Brown,Developer,BIM,Junior,11,3,3,3,3,1,3,0,1,3,1,1,3,2,2,3,1,Incentivize Cross-Platform Networks,Autodesk,Unavailable,2025-06-18
EMP0702,Patricia Wilson,Tester,BIM,Junior,2,3,2,3,3,1,0,2,2,2,2,2,3,2,3,3,3,Engineer Wireless Networks,Epic Games,Unavailable,2025-06-26
EMP0703,Mark Bush,Developer,Game Testing,Mid,7,1,2,0,2,3,1,1,3,0,3,3,2,2,2,1,3,Implement Web-Enabled Eyeballs,Autodesk,Available,2025-08-14
EMP0704,Jessica Patrick,Tester,CAD,Senior,11,1,2,1,2,2,0,3,2,2,1,1,1,2,3,1,2,Whiteboard B2B Systems,Siemens,Unavailable,2025-08-02
EMP0705,Heather Reyes,Tester,CAD,Senior,10,2,1,1,3,1,2,3,1,3,3,2,1,3,3,3,3,E-Enable Intuitive Web-Readiness,Dassault,Available,2025-07-14
EMP0706,Tracy Willis,Developer,Game Testing,Mid,6,1,1,3,1,1,1,2,1,2,2,3,2,3,3,3,3,Generate Efficient Experiences,Roblox,Unavailable,2025-08-14
EMP0707,James Sampson,Developer,CAD,Senior,3,0,1,0,2,3,0,1,1,3,1,2,0,3,2,3,2,E-Enable Global E-Tailers,Autodesk,Unavailable,2025-08-19
EMP0708,Rhonda Riley,Developer,CAD,Senior,15,3,3,2,2,1,1,3,1,2,2,1,2,3,1,1,2,Facilitate Virtual Synergies,Dassault,Unavailable,2025-06-03
EMP0709,Lydia Johnston,Tester,Game Testing,Junior,3,2,0,0,2,2,2,1,3,2,3,3,2,1,2,1,1,Engineer Transparent Systems,Siemens,Partially Available,2025-06-05
EMP0710,Danielle Williams,Tester,CAD,Senior,4,3,3,1,0,3,3,2,3,3,3,1,2,3,0,3,2,Whiteboard Out-Of-The-Box Web-Readiness,Autodesk,Partially Available,2025-07-04
EMP0711,Briana Ramsey,Tester,Game Testing,Senior,11,0,0,3,3,2,0,3,2,3,3,2,3,3,2,3,2,Facilitate Real-Time Communities,Autodesk,Partially Available,2025-08-14
EMP0712,Peter Coleman,Developer,CAD,Mid,14,3,3,3,3,3,1,3,2,3,1,3,3,3,2,3,3,Morph B2B Roi,Epic Games,Unavailable,2025-08-14
EMP0713,Donald Stevenson,Tester,BIM,Mid,14,2,2,3,3,2,3,2,2,2,3,3,3,3,3,3,2,Enhance 24/7 Mindshare,Dassault,Unavailable,2025-06-27
EMP0714,Molly Adams,Tester,Game Testing,Mid,19,1,3,3,3,3,0,3,3,0,2,3,2,2,3,1,3,Iterate Cross-Platform Portals,Roblox,Unavailable,2025-07-16
EMP0715,Emily Sparks,Developer,Game Testing,Senior,19,3,3,1,3,2,1,0,0,2,1,3,1,0,2,3,3,Leverage Scalable Initiatives,Roblox,Available,2025-06-09
EMP0716,Pamela Brooks,Designer,CAD,Senior,4,1,3,1,2,2,2,3,3,1,2,2,3,1,1,1,2,Re-Contextualize Mission-Critical Bandwidth,Epic Games,Available,2025-08-08
EMP0717,Michelle Johnson,Tester,BIM,Mid,10,2,1,1,3,2,3,3,3,2,3,2,3,3,3,0,1,Extend End-To-End Info-Mediaries,Roblox,Partially Available,2025-08-20
EMP0718,Kristen Rubio,Developer,Game Testing,Junior,11,3,2,1,1,2,3,3,2,1,2,1,3,3,0,1,3,Synthesize Killer Systems,Roblox,Available,2025-06-07
EMP0719,Deborah Watson,Designer,CAD,Mid,7,3,3,1,2,2,3,2,2,1,3,3,1,1,2,1,3,Optimize Cutting-Edge Niches,Siemens,Available,2025-05-28
EMP0720,Taylor Bentley,Tester,BIM,Junior,8,2,2,2,1,3,3,2,1,1,2,1,2,2,1,0,2,Incentivize E-Business Initiatives,Dassault,Partially Available,2025-07-11
EMP0721,Shawn Cunningham,Designer,BIM,Senior,17,3,3,3,3,2,3,2,1,2,2,1,3,3,2,2,2,Redefine 24/7 E-Tailers,Epic Games,Available,2025-05-30
EMP0722,Evan James,Tester,CAD,Mid,15,3,2,3,3,3,3,0,1,1,1,3,2,3,1,2,1,Productize Real-Time Deliverables,Roblox,Partially Available,2025-05-31
EMP0723,Melissa Evans,Developer,Game Testing,Mid,13,2,3,1,2,2,2,2,1,2,3,3,1,1,2,3,3,Maximize Visionary Action-Items,Siemens,Available,2025-08-12
EMP0724,Ernest Shah,Developer,Game Testing,Senior,13,1,0,2,3,0,3,3,2,2,3,3,1,0,2,3,3,Synthesize Value-Added E-Business,Dassault,Partially Available,2025-08-17
EMP0725,Jeffrey Adams,Developer,CAD,Senior,7,0,3,2,2,1,3,2,3,2,2,0,0,1,1,3,2,Repurpose Scalable Info-Mediaries,Epic Games,Available,2025-06-25
EMP0726,Allen Simon,Designer,Game Testing,Senior,12,3,1,1,3,3,1,2,0,0,0,2,3,3,2,3,2,Exploit Cross-Media Content,Epic Games,Partially Available,2025-08-17
EMP0727,Rodney Ferguson,Developer,CAD,Senior,9,3,3,2,3,3,0,1,3,3,3,2,3,1,2,3,1,Cultivate Magnetic Web-Readiness,Roblox,Unavailable,2025-07-28
EMP0728,Tina Curtis,Tester,Game Testing,Mid,16,2,0,2,2,2,2,0,3,3,1,1,1,2,3,3,3,Implement E-Business Systems,Epic Games,Unavailable,2025-06-02
EMP0729,Matthew Lopez II,Tester,CAD,Junior,6,3,2,0,2,3,3,3,0,3,2,3,1,2,3,2,3,Maximize User-Centric Metrics,Siemens,Available,2025-05-27
EMP0730,Luis Cole,Tester,CAD,Mid,3,3,1,1,3,2,3,1,3,2,3,3,1,3,3,0,3,Implement B2C Metrics,Siemens,Partially Available,2025-07-03
EMP0731,Debbie Miller,Developer,CAD,Senior,10,0,2,3,2,3,2,3,1,3,3,3,0,3,2,3,3,Deliver Front-End Networks,Dassault,Available,2025-07-15
EMP0732,Stephen Holloway,Tester,CAD,Junior,20,3,2,3,1,2,3,1,0,3,1,2,3,1,1,3,2,Empower Cutting-Edge Relationships,Dassault,Unavailable,2025-06-05
EMP0733,Samantha Dean,Tester,BIM,Junior,12,2,3,2,3,2,1,3,2,2,0,2,1,2,1,1,2,Enhance Ubiquitous Infrastructures,Siemens,Unavailable,2025-08-05
EMP0734,Rachel Bryant,Tester,BIM,Junior,3,3,1,1,3,1,1,2,2,1,0,3,3,3,1,3,1,Deliver Cutting-Edge E-Commerce,Epic Games,Partially Available,2025-06-23
EMP0735,Karen Campos,Tester,BIM,Senior,7,3,2,2,2,3,1,2,2,1,2,1,2,1,2,2,3,Grow Innovative Eyeballs,Epic Games,Partially Available,2025-07-22
EMP0736,Tiffany Thomas,Developer,BIM,Junior,14,1,3,2,1,3,3,1,0,1,2,2,2,1,2,3,3,Exploit Best-Of-Breed Partnerships,Siemens,Unavailable,2025-07-07
EMP0737,Evelyn Rivera,Tester,BIM,Mid,15,3,3,3,1,2,3,3,2,1,1,2,1,3,3,1,1,Cultivate Value-Added Technologies,Epic Games,Partially Available,2025-08-12
EMP0738,Jonathon Dyer,Developer,CAD,Junior,2,0,1,1,3,2,1,3,3,2,2,0,3,3,3,3,2,Deliver Magnetic Partnerships,Autodesk,Available,2025-06-30
EMP0739,Trevor Walter,Designer,Game Testing,Mid,7,2,2,3,1,3,0,3,3,3,3,3,0,2,2,1,2,Expedite Seamless Info-Mediaries,Roblox,Unavailable,2025-07-19
